Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Safe,SAFE,0.394341030789,63924.1480395,8216292.29068,-3.49,-3.14,1.63
Anchor,ANCT,0.797482057942,47205.3565336,8216237.56245,0.87,0.48,0.30
Unobtanium,UNO,40.4775601617,62.1536292779,8149938.62599,0.66,-1.05,-10.07
MediBloc,MED,0.00339106212784,3834.56419948,8091340.9196,-7.26,-5.32,-1.20
Numeraire,NMR,5.99580481027,14193.1279292,8090308.18936,-0.06,-0.94,4.63
Contentos,COS,0.0120204175332,6284207.96811,8073192.59149,-0.61,-0.36,12.17
Nectar,NEC,0.0976305210504,742.588165051,8040168.43067,-0.07,1.62,60.40
Monolith,TKN,0.251253720578,1796.11263611,7938207.22629,-0.20,1.98,0.86
TenX,PAY,0.0572659070049,317798.5376,7935230.85417,-0.63,-0.68,11.11
Davinci Coin,DAC,0.0021839334911,655733.442128,7866219.66999,0.49,-0.15,17.41
RealTract,RET,0.000734954639756,36359.7830189,7790519.18141,-0.14,-12.93,-18.28
PayPie,PPP,0.0943126733294,0.0,7780795.54968,0.00,0.69,-25.07
Quantum Resis...,QRL,0.111234970708,1098912.96952,7757920.92943,-0.20,7.67,22.32
Emirex Token,EMRX,0.313992731687,156214.498245,7748182.92683,-0.46,-3.45,-11.68
NavCoin,NAV,0.116799781351,171203.513514,7803388.82609,7.02,6.78,27.89
Particl,PART,0.951872801308,34188.4872578,7681118.5327,-3.82,2.59,17.79
AdEx,ADX,0.0921754188342,4779383.01145,7579086.97116,-1.70,14.30,49.32
GoChain,GO,0.00882077094173,1032767.76865,7576640.86372,-0.68,-0.92,9.18
Ankr,ANKR,0.00189188327631,1106463.60201,7560405.83442,0.29,-1.08,6.49
Bitrue Coin,BTR,0.0536035105252,524808.562217,7453456.6083,0.28,2.23,-2.74
Wagerr,WGR,0.039292260705,10548.4447969,7351653.91545,-0.80,-1.76,-13.55
Levolution,LEVL,0.289703752369,129335.716779,7314510.93484,0.47,-0.08,22.82
VIDY,VIDY,0.00123049827012,643063.09782,7300985.58176,-0.32,0.75,19.38
Gifto,GTO,0.0120616331682,1332532.93138,7287786.17684,-0.47,-0.28,18.68
bitCNY,BITCNY,0.142746532363,92062096.8934,7183105.43108,0.36,-0.01,-0.36
Blackmoon,BMC,0.132885486979,39.87007685,7175816.29687,-0.14,0.34,4.34
Dragonchain,DRGN,0.0298767657926,19458.0344749,7123276.4612,-0.32,1.90,15.26
Pillar,PLR,0.0272926967491,886.968340692,7078311.80232,2.02,-2.98,1.55
ETERNAL TOKEN,XET,0.074999199818,919.988934447,7010175.20699,-0.14,-7.11,-17.33
Po.et,POE,0.00222986038862,37436.2434556,7005313.0141,3.21,4.82,12.41
INT Chain,INT,0.0184320157794,1355254.70537,6999011.97882,-0.40,3.10,2.80
ZrCoin,ZRC,1.52271748961,54676.2672659,6971917.34336,0.97,-17.79,0.48
Utrust,UTK,0.015476075498,933413.989265,6964233.9741,-0.13,1.91,4.39
STPT,STPT,0.010092366303,492740.683085,6927118.13892,-1.51,1.02,30.68
Blox,CDT,0.0102079834565,657438.705313,6886093.15211,1.96,6.52,19.33
DDKoin,DDK,4.00253406707,23228.2805916,6844333.25469,0.61,-2.53,-3.43
Raiden Networ...,RDN,0.135252691184,1411755.87156,6842966.00159,0.14,0.44,21.02
Ocean Protocol,OCEAN,0.0200995074867,5059836.00558,6841992.83336,-1.87,-5.78,-0.58
OTOCASH,OTO,0.319466330724,59654.9566884,6809700.72824,-0.10,0.97,11.42
Dusk Network,DUSK,0.0423609393647,597932.816698,6756350.80193,0.57,-2.77,23.87
DAO.Casino,BET,0.040350016601,50403.6217797,6749380.39162,0.69,0.45,49.54
Lightning Bit...,LBTC,1.74236389164,1963402.76401,6726931.79314,-0.37,0.95,8.13
Neblio,NEBL,0.44288462607,310853.898421,6705793.13579,-0.24,0.01,20.39
Time New Bank,TNB,0.00216245810399,588223.625523,6700260.99935,-0.17,-0.20,4.39
Eligma Token,ELI,0.0331201266199,None,6685042.65055,0.00,0.00,15.77
Electra,ECA,0.000232567317088,9215.66154925,6657478.23157,-2.99,9.71,34.74
Valor Token,VALOR,0.331943678016,40280.9758563,6650823.53279,1.95,-2.67,11.74
Mithril,MITH,0.00921904476225,506332.348458,6553185.37635,-3.43,2.35,-3.26
REPO,REPO,0.0595231744587,1488.07936147,6545085.3477,31.63,-16.45,27.27
Aencoin,AEN,0.0241315661074,118276.210186,6449541.96066,-0.63,0.28,-0.38
Burst,BURST,0.00306561943753,18114.6988111,6354532.27358,-0.01,0.22,45.99
PLANET,PLA,0.317596123473,7579959.79915,6348746.50823,-0.01,1.98,10.65
Everex,EVX,0.279557629206,1144152.50115,6345958.18298,-0.70,0.52,9.83
Quantstamp,QSP,0.0102619282288,527256.600997,6334833.71556,0.66,2.95,11.54
Achain,ACT,0.00660065675225,362282.80154,6310227.84103,1.38,1.28,14.82
Contents Prot...,CPT,0.00200312091972,382225.763538,6309453.42687,0.24,4.60,28.96
EOS Force,EOSC,0.0064963192863,67011.2927334,6262907.34638,0.13,5.50,-12.31
Reserve Rights,RSR,0.00146981481999,626100.463492,6181350.72104,-0.91,0.46,4.46
Dropil,DROP,0.000269088227803,388009.984543,6122761.84703,-0.09,6.93,22.45
Nucleus Vision,NCASH,0.000986903698673,150858.947148,6119031.24683,-0.37,1.69,3.84
MovieBloc,MBL,0.00159968068695,482405.85144,6073442.37256,-0.73,-1.69,17.08
CyberVein,CVT,0.00571999959477,18741.5031167,6065513.28541,6.07,12.64,56.46
SONM,SNM,0.0167449977153,435250.125224,6021501.17842,-0.66,5.63,14.96
Perlin,PERL,0.0229416059697,633807.303665,6010823.04672,-0.38,-1.61,22.89
TOP,TOP,0.00174236896105,158220.929353,6004888.54009,-0.43,0.96,17.21
Force Protocol,FOR,0.0238312371902,881956.711024,5942045.70139,-0.24,4.47,21.84
Ruff,RUFF,0.00603663144353,829820.415769,5918917.13038,-0.01,3.75,27.75
PAX Gold,PAXG,1479.20482172,288586.306631,5908000.26773,0.01,0.30,-1.53
Selfkey,KEY,0.00199865586583,2618847.90855,5900129.13364,-4.87,-1.82,4.75
Namecoin,NMC,0.400094067133,274.131635875,5895946.2109,-0.16,1.54,5.79
TaaS,TAAS,0.723132165706,198.352138315,5890635.18545,-0.84,2.62,9.44
SaluS,SLS,5.76898180238,1820.66034864,5839739.93037,-0.03,2.55,17.75
LockTrip,LOC,0.389857510375,11340.616767,5829213.02897,-0.10,-3.40,4.42
KickToken,KICK,0.00014656206171,37877.721366,5820181.11826,-4.29,-5.88,-23.61
All Sports,SOC,0.00382952705093,90130.3297552,5743776.96673,-0.35,3.43,15.37
Sport and Lei...,SNL,0.00829458463781,95246.8653347,5596108.45304,-0.01,2.75,8.63
Incent,INCNT,0.120707849587,15159.3305996,5554553.48477,-0.27,0.77,0.91
SingularDTV,SNGLS,0.00922671072643,94913.9482236,5536026.43586,0.02,1.76,23.43
USDQ,USDQ,1.00463385575,31329.2869287,5529058.75944,-0.09,0.20,-0.13
#MetaHash,MHC,0.00358512097057,848320.438568,5503738.42307,-2.70,-1.87,64.27
FOAM,FOAM,0.0191659062311,14255.1677011,5490206.88655,-2.25,-26.10,-0.18
Steem Dollars,SBD,0.744221079539,166681.943408,5479266.58044,-0.92,5.72,22.72
BaaSid,BAAS,0.00120405393877,75668.790714,5409243.44713,1.06,37.59,15.82
Tokenomy,TEN,0.0268891857842,47262.4116953,5377837.15684,1.37,0.50,-0.57
Insolar,INS,0.165343538246,211739.912208,5373664.993,-0.06,1.45,14.01
Digix Gold Token,DGX,45.1334650715,50273.5228181,5348476.83674,-0.12,0.82,-0.49
pEOS,PEOS,0.00639250451077,34204.9464581,5295254.56425,-0.26,0.92,8.71
Kin,KIN,4.32193355107e-06,410183.011398,5250456.48146,-1.93,3.93,22.29
Gemini Dollar,GUSD,1.00525172999,4809892.53002,5198966.12447,0.22,0.60,1.03
WePower,WPR,0.0085403253766,1319362.94099,5194409.27627,-3.01,3.09,50.99
FNB Protocol,FNB,0.00695648325874,517909.006072,5106020.79605,1.15,-6.45,11.23
Origo,OGO,0.0128884629277,809081.116874,5046806.34952,0.88,-0.33,1.22
Metadium,META,0.00403536244185,129417.055208,5025762.67214,2.36,3.86,-0.04
Snetwork,SNET,0.0284562672028,1024357.17509,5012557.25635,-0.20,-0.38,0.85
Hydro,HYDRO,0.000464711640976,1315309.66424,5011373.63827,0.38,4.20,2.13
Tripio,TRIO,0.00132862909512,543359.013939,4982359.1067,-0.28,0.73,3.57
THEKEY,TKY,0.000930891229687,4677.28471659,4967733.8004,0.96,1.07,1.02
BORA,BORA,0.00738338873715,9316.43619041,4955084.47386,1.88,5.15,11.77
BOSAGORA,BOA,0.0204776056145,25817.5179857,4952314.40778,2.05,-6.75,-16.01
PumaPay,PMA,0.000204588532839,168902.790801,4946056.9321,-2.87,-3.01,1.95
Morpheus.Network,MRPH,0.149069871377,25867.1739295,4944455.92079,-0.47,-4.21,21.51
CommerceBlock,CBT,0.0282461617383,1259.38920835,4939312.6954,-0.14,-0.08,2.49
SmartMesh,SMT,0.00363646673006,32020.09993,4874753.99095,0.19,0.68,7.36
Monero Classic,XMC,0.276709695604,431.374533553,4839923.67046,0.21,-7.23,-5.63
Monetha,MTH,0.0120058416331,221500.36671,4831150.67316,0.64,2.96,12.39
Restart Energ...,MWAT,0.0106649049761,4818.82717078,4828535.72793,0.00,-0.46,-10.22
Stakenet,XSN,0.0528848838245,649247.460492,4782271.26076,-0.07,1.35,0.50
Viberate,VIB,0.0248566352092,1082282.41786,4771474.58502,0.34,-5.18,-22.09
Genesis Vision,GVT,1.07404478782,416418.680273,4754670.94742,1.75,5.25,13.26
VNT Chain,VNT,0.00175329609822,310424.909664,4752595.02874,-0.01,-0.29,8.60
SALT,SALT,0.0586292947033,140903.022235,4706973.01473,-1.57,0.68,23.33
Dock,DOCK,0.00843382388538,1070176.42286,4702835.39303,0.17,2.62,12.94
Cosmo Coin,COSM,0.00699647741582,512683.710938,4693103.33787,-0.37,3.48,31.21
Content Value...,CVNT,0.00872359478328,430307.712443,4687599.94562,0.74,-3.25,-15.77
OAX,OAX,0.0619831684935,219478.464936,4656800.5301,-0.59,0.99,20.92
Amoveo,VEO,68.473971818,695.853929957,4628536.15529,-0.15,34.62,38.32
Measurable Da...,MDT,0.00829532264429,7117919.24351,4625837.47405,-0.59,4.14,9.31
IDEX,IDEX,0.0101680552082,1228.70146134,4615932.17976,0.61,4.36,9.29
Darico Ecosys...,DEC,0.0768582789524,114.413588196,4600124.73397,-0.06,-2.45,33.31
SwissBorg,CHSB,0.00788531248684,32079.8806352,4540529.56927,0.35,-2.59,16.95
BitBay,BAY,0.00446803805529,668.419386679,4522310.89438,-0.04,7.69,10.91
Bluzelle,BLZ,0.0211295304949,282609.664636,4496064.09002,0.20,-0.04,12.01
Viacoin,VIA,0.19389351488,142600.349562,4490514.48154,0.33,0.94,26.31
Universa,UTNP,0.0024241376659,596.998092882,4481650.32455,0.10,4.15,-0.72
Pivot Token,PVT,0.000872703994667,607250.868957,4481509.55341,-1.32,-1.30,2.81
Dero,DERO,0.505843814834,1329417.57772,4479173.12716,0.33,0.19,19.65
OVCODE,OVC,0.101063723261,2802.39595804,4445157.09118,0.22,0.47,-29.80
Band Protocol,BAND,0.283756178191,986477.113819,4444389.73373,0.44,3.54,32.03
GameCredits,GAME,0.0631779957131,101751.456781,4412104.82642,0.11,5.84,-8.95
Wrapped Bitcoin,WBTC,7454.81020496,53029.9943645,4392980.69485,-0.08,0.72,8.73
Moss Coin,MOC,0.0139930245828,980948.123263,4385275.81881,1.89,5.17,45.67
Travala.com,AVA,0.0941900515817,67489.5104715,4364705.992,-0.02,1.58,28.34
Metronome,MET,0.447440195303,359280.606076,4362880.57457,-3.25,-5.22,-1.00
MEXC Token,MEXC,0.00479365563026,8496.56007869,4347708.38304,5.01,60.37,-34.36
Verasity,VRA,0.00131446570625,576992.496932,4342625.18806,1.25,16.41,126.96
Litecoin Cash,LCC,0.00662415338245,58664.8025883,4325533.7864,-3.52,-3.85,14.74
Melon,MLN,3.45281415188,6761.11771493,4316017.68985,-0.19,0.25,8.42
doc.com Token,MTC,0.00593478376359,5354.65951611,4315723.00595,0.14,-1.64,1.95
ProximaX,XPX,0.000707702637429,193710.459552,4315186.08204,-1.50,-2.00,7.92
STACS,STACS,0.00828548614639,0.0,4309589.51943,0.00,-0.30,16.07
Blocknet,BLOCK,0.681183247209,76196.303527,4297337.87705,-0.02,0.96,9.61
NaPoleonX,NPX,0.176467352048,4545.82547444,4291710.57312,-0.07,2.66,-12.40
Peercoin,PPC,0.166477797703,14294.1668693,4292523.51502,-11.01,0.52,-4.25
BLOCKv,VEE,0.00143299156132,606.500558443,4284562.25352,-0.10,0.77,2.19
Poseidon Network,QQQ,0.00200260976901,33198.359556,4245540.47642,1.44,16.89,67.78
DOS Network,DOS,0.0127763273867,3791940.35366,4241101.87602,-6.87,-0.41,11.42
Etherparty,FUEL,0.00423978841477,712914.416641,4239788.41477,2.83,8.63,30.35
TokenClub,TCT,0.00880654613466,179253.33647,4239694.4246,2.35,2.35,-3.66
Pirate Chain,ARRR,0.0317874649494,4340.48701155,4238291.99116,-1.48,-12.62,14.66
ChainX,PCX,1.54353547977,446978.994763,4204050.40948,-0.26,1.48,2.39
ARPA Chain,ARPA,0.0111600823583,1532531.14823,4202473.71188,-1.46,3.59,13.45
SIX,SIX,0.0151974189657,570413.09527,4160697.63242,-0.10,4.99,10.80
FLO,FLO,0.0272569126014,15518.8927473,4152618.11928,-2.22,7.86,11.36
BidiPass,BDP,0.0194610410945,883433.105728,4129428.56853,-8.04,-8.38,5.19
VeriBlock,VBK,0.00759509733458,3726.65150024,4115596.65217,0.52,7.21,16.68
adToken,ADT,0.00517083207621,430279.568683,4105640.66851,1.85,-44.17,-37.00
Rocket Pool,RPL,0.407254004322,0.0,4063842.0768,0.00,1.43,6.25
YOYOW,YOYOW,0.0134790600417,1124845.90135,4043630.39243,-1.73,3.66,25.26
VIBE,VIBE,0.0154764808338,99848.705444,4025996.41983,0.35,1.77,17.75
UGAS,UGAS,0.0234292848994,960455.591094,4023263.21788,0.72,4.53,12.15
LTO Network,LTO,0.021474081404,325191.340133,4022828.34959,-0.30,1.32,2.51
TrustVerse,TRV,0.0160299468692,148198.353665,3999110.17559,-2.63,2.56,0.50
Propy,PRO,0.0834018951067,80474.3600401,3996917.92532,-0.14,6.33,20.75
Neumark,NEU,0.100472187831,2862.9815071,3990980.80982,-0.04,16.02,3.61
Sentinel Prot...,UPP,0.0128149393957,659950.737358,3987942.95398,-1.39,-0.40,40.21
Sense,SENSE,0.007766784646,567.591433279,3951867.10585,0.17,4.10,10.11
BOLT,BOLT,0.00951980794454,1320786.19907,3939679.74931,-0.18,7.81,5.15
DeepBrain Chain,DBC,0.00122864110978,141846.505902,3931651.5513,0.80,8.11,14.07
Red Pulse Pho...,PHX,0.00469223566716,190055.956003,3892625.62631,-0.41,1.83,11.17
Aergo,AERGO,0.0374119794875,2420423.43409,3888408.02729,-0.05,-2.39,5.64
APIS,APIS,0.000432476523535,561461.937314,3875896.6536,0.27,6.41,39.06
Invictus Hype...,IHF,0.0323097836317,4207.11531805,3863382.27637,-0.13,1.77,-6.20
Jibrel Network,JNT,0.0225911389484,2483.21238898,3842320.92587,0.02,-2.34,22.08
DigitalNote,XDN,0.00052127110645,1880.43712186,3843059.12238,-12.54,-5.98,17.54
Counterparty,XCP,1.46794678921,1.46794678921,3839276.31668,0.02,0.45,-2.03
Agrello,DLT,0.0445702814012,1325615.88756,3832102.56417,0.71,3.47,26.28
VITE,VITE,0.00900028897026,96596.8104459,3736583.8628,-0.19,2.00,19.69
NPCoin,NPC,0.0512643340026,5216.38803057,3714477.02006,22.77,18.73,79.82
MintCoin,MINT,0.000148934601843,0.000296379857667,3715510.35551,-0.07,102.25,-12.36
Odyssey,OCN,0.000552973182341,269665.398104,3695864.25772,-0.35,0.83,2.05
Asch,XAS,0.0393863703477,227525.619728,3676927.6407,-12.26,-14.62,-16.97
PAC Global,PAC,0.000476977125472,33776.3022273,3627317.48398,-2.15,-8.88,-1.84
Gulden,NLG,0.00720938155912,5496.6805684,3610598.77403,-0.02,4.98,-3.25
district0x,DNT,0.00597764669345,256016.024225,3586588.01607,0.01,1.68,20.09
Litex,LXT,0.0035635903456,481441.192859,3563590.29927,0.90,5.73,14.04
ParkinGo,GOT,0.220848240406,331.621960444,3550627.13174,0.00,0.02,37.90
Endor Protocol,EDR,0.00426608948233,7428409.82801,3541782.32448,1.69,40.64,53.84
Hi Mutual Soc...,HMC,0.00874068723976,80568.1555121,3532111.71359,-0.54,1.18,15.41
DAOstack,GEN,0.0852950831748,635.293933932,3522264.16092,0.36,3.98,-0.39
ContentBox,BOX,0.00376762939883,123817.906321,3491157.3828,-1.57,-2.55,12.75
U Network,UUU,0.000498781553259,87662.1787121,3488777.45243,0.21,0.41,10.62
AirSwap,AST,0.0232448649301,676140.448526,3486729.73952,-0.15,3.32,23.88
Pepe Cash,PEPECASH,0.0049333527835,1454.82347015,3462641.42949,0.02,-4.47,-5.63
DAPS Coin,DAPS,6.58354195139e-05,35511.7768217,3462075.88242,-0.90,-3.75,-29.37
GET Protocol,GET,0.302208210587,9940.6218183,3441624.96648,0.73,0.24,5.87
Ternio,TERN,0.0102811520049,0.0,3435569.04651,0.61,1.63,2.87
SIRIN LABS Token,SRN,0.00697247212921,29782.0583034,3429207.56229,-0.20,-7.56,19.50
High Performa...,HPB,0.078369861897,863035.693073,3418489.39867,1.83,4.32,3.37
Infinitus Token,INF,0.258235172556,13.7975614796,3413783.69101,-0.08,-1.60,-6.02
QLC Chain,QLC,0.0142171124408,66013.8947135,3412106.98579,-0.64,2.52,12.09
Locus Chain,LOCUS,0.00422504417037,0.0,3380632.65525,0.00,0.00,-7.73
BOX Token,BOX,0.0339002243301,23253.9644647,3377606.41422,0.45,2.46,-5.54
EveryCoin,EVY,0.00035958103567,4826.99418037,3372870.11458,-0.01,127.98,189.09
TERA,TERA,0.00397011031572,334115.530626,3353596.36308,-0.10,5.31,-7.84
IntelliShare,INE,0.0156345702909,436553.280944,3344267.58305,1.59,6.43,4.99
SwftCoin,SWFTC,0.000907485333456,862351.815467,3303237.88756,0.10,1.99,10.63
Refereum,RFR,0.000749516711141,385969.259226,3290711.44532,-1.99,7.68,18.36
Ambrosus,AMB,0.0227527729974,733642.318546,3289845.63165,-0.44,4.56,10.17
EURBASE,EBASE,1.14179728069,10772.6744834,3276311.82414,4.42,4.03,9.30
SmartCash,SMART,0.00229938472176,23085.9245702,3251006.46744,0.40,-0.82,-1.73
QuickX Protocol,QCX,0.00763859330388,301949.208306,3244669.41174,-0.99,2.94,-6.32
Emercoin,EMC,0.0723496074338,6279.12303375,3243647.76428,0.05,-0.51,6.43
StableUSD,USDS,1.00208900325,42047.3598928,3240147.66722,-0.11,0.36,-0.34
XinFin Network,XDCE,0.000822630568594,211021.025288,3230861.02318,-2.62,2.90,7.36
Credit Tag Chain,CTC,0.053934800067,0.0,3222434.51725,0.00,0.00,0.00
Chimpion,BNANA,0.101260123187,223536.841061,3212728.19052,0.98,1.60,12.89
Aeron,ARN,0.15975554616,2814247.53184,3193193.85665,0.54,2.08,19.48
LiquidApps,DAPP,0.0071411117327,29619.8940716,3186897.20453,1.80,0.67,0.35
POA,POA,0.0144430478009,82668.6155654,3179891.47431,-0.34,-2.00,14.18
VeriDocGlobal,VDG,0.000403699018683,39407.6867749,3167100.90143,-0.07,13.26,11.52
Ultra,UOS,0.0278447708555,19272.1582567,3150381.81869,-1.91,-4.49,-3.88
ZelCash,ZEL,0.0369262211571,2016633.9298,3126879.17398,0.46,3.00,15.10
Humanscape,HUM,0.00660600119056,10244.3824803,3124177.03525,1.50,-16.11,-23.17
DATA,DTA,0.00030749327485,336305.967273,3094149.03163,-2.19,8.04,30.41
Cube,AUTO,0.000452887376852,692393.058777,3068284.80493,-0.38,-0.95,8.34
AppCoins,APPC,0.0306585959958,79957.483937,3067524.72449,-0.31,6.91,24.34
IPChain,IPC,0.0383031549462,12926.0272721,3034762.95375,0.13,3.25,14.57
Xaurum,XAUR,0.0394406403147,16921.0054228,3027413.83396,3.17,2.94,15.92
Krios,KRI,0.0169667339809,57416.5766789,3021928.50749,2.88,-1.52,3.12
CWV Chain,CWV,0.000852405732209,893026.853321,3018293.95115,-1.65,-3.02,4.58
Flash,FLASH,0.0033481785633,1.99163331186,3013360.70697,-2.31,-0.68,19.29
Lykke,LKK,0.00950036529975,0.0,3009808.24798,0.23,5.70,20.13
Clams,CLAM,0.766148807154,5.72636995038,2975124.8058,-0.03,6.45,12.94
QunQun,QUN,0.00453912932389,435406.83547,2973090.43604,0.03,0.48,0.87
Global Curren...,GCR,0.0277018359428,5912.28667628,2955013.66344,-3.15,-14.50,8.77
Cashaa,CAS,0.00389905693715,150.620338741,2951104.73325,-0.29,10.28,-0.59
Blockmason Cr...,BCPT,0.0253744399954,103597.131087,2947461.12574,0.52,3.18,12.23
Amino Network,AMIO,0.054331862947,779128.904983,2936087.56942,-0.40,0.76,0.84
Linkey,LKY,0.0581257111703,0.0,2906285.55852,0.00,0.00,0.00
Bitcoin Rhodium,XRC,3.47692329518,23841.8763797,2904882.49004,0.08,-3.03,-10.35
XYO,XYO,0.000349519750383,1177.72967845,2899419.95094,5.16,-0.67,33.18
XcelToken Plus,XLAB,0.000462478812865,1355.2212944,2897355.42422,0.29,-14.39,-2.66
BOScoin,BOS,0.00410439607174,893610.445307,2895459.43795,-1.88,-4.15,1.45
Remme,REM,0.00438058855842,263771.102972,2888189.54154,-0.16,0.60,48.02
Ubiq,UBQ,0.0677652438385,874.147369177,2887416.00746,-0.69,0.71,5.70
Aeon,AEON,0.179003592141,2301.89786316,2833888.08554,-0.66,1.02,1.05
AMO Coin,AMO,0.000212009040065,176029.856149,2821671.20711,2.10,-1.49,0.66
Ondori,RSTR,7.44039680734e-05,185.638642895,2810003.33723,-0.15,1.01,8.87
Sumokoin,SUMO,0.274550295842,786767.04596,2770152.19473,2.45,90.10,205.84
VINchain,VIN,0.00469195096335,207170.223627,2768762.02653,0.85,-2.69,63.63
Feathercoin,FTC,0.0106462543529,3400.4492648,2762427.47951,-3.39,-3.53,14.78
OneRoot Network,RNT,0.00965664284489,1103866.77813,2743199.38961,0.37,-1.80,1.34
Vites,VITES,7.44039680734e-05,0.117440830333,2742738.92052,-0.15,1.01,7.56
V-ID,VIDT,0.0910722789474,381711.234359,2731230.20411,-0.44,4.56,21.12
Axe,AXE,0.535055357924,4094494.65807,2725119.31914,-0.74,-2.85,2.52
Polybius,PLBT,0.684961423617,5564.68572358,2718998.89239,-0.14,-2.06,-8.09
Pundi X NEM,NPXSXEM,0.000130975338293,406779.044057,2713171.64821,0.62,2.28,8.53
Change,CAG,0.0855645632844,5.82919308615,2710141.71553,-0.14,3.81,31.20
PolySwarm,NCT,0.00174583843372,10139.336826,2699864.2928,-0.12,-11.27,3.42
TouchCon,TOC,0.0115313317721,40366.1498555,2688628.82396,-6.89,2.16,46.00
Bitcore,BTX,0.153434843776,223.822124564,2679215.91853,-0.07,-8.71,7.35
Ethos,ETHOS,0.027383145449,387219.556845,2673194.621,0.75,1.60,10.77
DEX,DEX,0.0138535466221,78188.351625,2653540.05168,1.33,8.60,7.89
MVL,MVL,0.000346577225725,142019.867377,2652797.88429,-3.81,9.84,28.64
Mobius,MOBI,0.00513151236967,36.9138516227,2643154.19066,-0.05,-8.55,8.19
Game.com,GTC,0.00346920089559,1370446.52141,2641602.86506,-0.87,11.46,21.13
Veil,VEIL,0.0546685776754,76874.0952115,2640182.85098,-0.31,-3.48,-9.40
LBRY Credits,LBC,0.00915168807303,4795.63239095,2629439.37115,-0.11,2.57,25.02
Ether Zero,ETZ,0.0157578848451,219396.015295,2622228.75294,-0.86,-0.40,-12.74
1World,1WO,0.113978195497,248.195521963,2619372.90111,-0.07,2.40,17.45
ColossusXT,COLX,0.00022321190422,3784.24337695,2599893.49731,-0.14,-4.84,19.81
Eterbase Coin,XBASE,0.00264155706183,613071.005576,2593498.80273,-1.86,0.55,-1.75
BlockStamp,BST,0.0997011606569,154564.217109,2586094.55371,-0.15,0.44,-0.24
INLOCK,ILK,0.00235570305132,27880.1145916,2565236.14302,-0.42,26.50,0.19
Rublix,RBLX,0.123152416905,12595.9111416,2559265.32921,-1.31,-0.15,7.76
MediShares,MDS,0.00343822418984,206823.334326,2548736.03212,0.41,3.53,24.41
FLETA,FLETA,0.00850134268865,65499.1892592,2543265.85528,-0.35,-1.92,-32.88
Digital Asset...,DAGT,0.110313033353,0.0,2542972.39704,-0.88,1.12,4.77
Constant,CONST,49.836768176,None,2527029.14754,0.00,0.00,0.00
Hashgard,GARD,3.79850243237e-05,120699.238301,2513305.78954,0.18,-0.61,-2.48
Esportbits,HLT,0.124945537482,17671.9789,2500580.05891,-0.86,10.51,18.28
Lympo,LYM,0.00302310691313,17175.1859645,2499120.79776,-0.17,2.07,7.28
Caspian,CSP,0.00556694848199,111114.934497,2496254.74883,0.34,4.82,27.47
Haven Protocol,XHV,0.226898955059,10800.8166329,2491349.64073,0.00,-1.99,2.73
Hxro,HXRO,0.0421231189654,10501.3078771,2460452.63921,0.07,-0.50,295.20
BlackCoin,BLK,0.0401501922981,10681.0705872,2460575.75668,-0.21,0.83,0.77
Halo Platform,HALO,0.000470628548671,23016.5231174,2449995.13869,-0.06,25.46,5.78
ERC20,ERC20,0.0487489330042,51273.1597667,2437446.65021,0.09,-2.08,7.19
Scry.info,DDD,0.00553577150105,233113.048445,2436055.40908,-2.19,-7.41,2.61
Quark,QRK,0.00930841261518,76.0050506855,2432896.79435,-0.08,80.58,63.87
Cajutel,CAJ,1.78273951197,13049.4276768,2410956.96408,0.82,3.87,5.69
BitMart Token,BMX,0.0140219954506,45543019.9412,2364623.80933,-1.55,-12.73,-11.63
TE-FOOD,TFD,0.00452888750717,4153.60717716,2347937.19027,1.22,4.22,13.86
Artfinity,AT,0.018258247374,7840232.66619,2335359.05932,-3.93,-3.63,-8.83
NIX,NIX,0.05386566813,75974.3783436,2329429.60423,-0.22,14.55,24.79
OriginTrail,TRAC,0.0080226967353,23911.6873562,2326011.1111,0.49,2.76,2.31
Edge,DADI,0.0327037248541,2390.79872116,2323831.94712,-0.10,-3.76,-2.72
Etheroll,DICE,0.331842513667,0.0,2323436.05952,0.00,0.00,15.67
Asian Fintech,AFIN,0.00927799769975,49009.9685407,2319499.42494,1.18,0.90,4.39
NuShares,NSR,0.000833988061554,525.486330956,2316485.87027,-5.35,-4.00,38.58
Hubii Network,HBT,0.149458758014,0.0,2314458.81031,0.00,0.52,-1.56
Rotharium,RTH,0.679685193996,57774.6727669,2281886.85305,2.54,3.65,17.91
CloakCoin,CLOAK,0.424524130352,12537.2934322,2281015.66681,-4.88,10.74,-21.41
ECC,ECC,9.13183105756e-05,288.740152371,2282957.76439,3.10,24.00,25.51
Global Social...,GSC,0.00414739888241,56323.6619618,2277672.04774,0.02,2.97,7.29
Leverj,LEV,0.0192220939483,0.0,2269946.88872,0.00,0.00,11.25
Morpheus Labs,MITX,0.00651450227168,320683.049086,2269521.94311,-0.27,-0.63,-7.52
Wings,WINGS,0.0232133093463,187523.078193,2237292.49704,1.15,31.51,46.63
PlayCoin [ERC20],PLY,0.00226025574045,2080059.78486,2234601.87387,1.22,2.79,10.13
Spectre.ai Ut...,SXUT,0.0910599290262,91.0599290262,2233659.76618,-0.07,-2.86,179.21
Hydro Protocol,HOT,0.00315427288281,17939.5470329,2214299.56373,-0.02,1.54,11.27
Skrumble Network,SKM,0.00215191647524,704008.054928,2198572.16846,-1.88,2.23,23.36
